id,cfTitle,cfAbstr,keywords,keyword_clean,lang
12240680,Online-Literaturdatenbanken im Bereich der Wirtschaftsinformatik. Bereitstellung wissenschaftlicher Literatur und Analyse von Interaktionen der Wissensteilung,"Knowledge sharing is fundamental for innovations in the scientific community. The paper examines how the interaction of knowledge sharing is supported by online services. With respect to business information systems, a survey of online literature databases is given, providing an aggregation of various publication sources, a direct access to publications, and which are available to the public. Furthermore, special analysis services are presented which describe competitive interactions of knowledge sharing via rankings on the one hand, and cooperative interactions of knowledge sharing via co-authorship evaluation on the other.","['Citation Analysis', 'CoAuthorship', 'Knowledge Economy', 'Knowledge Sharing', 'Online Literature Databases', 'Rankings', 'Reputation Competition', 'Research Cooperations']",,
12240758,Fachkonzeptionelle Referenzmodellierung einer Managementunterstützung mit quantiativen und qualitativen Daten. Methodische Konzepte zur Konstruktion und Anwendung,,,,de
12240832,Configurative Reference Model-Based Development of Data Warehouse Systems,,,,en
12240909,Customer Process Management,,,,de
12240986,Konfigurative Referenzmodelle als operative Instrumente des Wissensmanagements bei der Data-Warehouse-Entwicklung,,,,
12241061,Kundenintegration als Perspektive der Prozessmodellierung,,,,
12241137,Fachliche Konzeption von Führungsinformationssystemen,,,,
12241215,Fachkonzeptuelle Modellierung von Führungsinformationssystemen am Beispiel eines filialisierenden Einzelhandelsunternehmens,,,,
12241289,Elektronik unterstützt Entscheidungen in Unternehmen,,,,
12241366,Führungsinformationssysteme - Historische Entwicklung und Konzeption,,,"['Diversity', ' ERP', ' Enterprise resource planning', ' Course outline', ' Case study', ' Teaching', ' IS education', ' University', ' Information systems']",de
12241447,Teaching medium-sized ERP systems - a problem-based learning approach,"In order to increase the diversity in IS education, we discuss an approach for teaching medium-sized ERP systems in master courses. Many of today's IS curricula are biased toward large ERP packages. Nevertheless, these ERP systems are only a part of the ERP market. Hence, this chapter describes a course outline for a course on medium-sized ERP systems. Students had to study, analyze, and compare five different ERP systems during a semester. The chapter introduces a procedure model and scenario for setting up similar courses at other universities. Furthermore, it describes some of the students' outcomes and evaluates the contribution of the course with regard to a practical but also academic IS education.",Diversity; ERP; Enterprise resource planning; Course outline; Case study; Teaching; IS education; University; Information systems,,en
12241536,Das Bürgerbüro als Integrationspunkt - Stand und Perspektiven der Verzahnung von Frontoffice und Backoffice in Bürgerbüros von NRW-Kommunen,,,,de
12241614,Design and Evaluation of Interactive Decision Aids for Value-Added Services,,,,
12241689,"Amazon Web Services - Eine Betrachtung technischer, ökonomischer und sozialer Aspekte",,,"['Business process, Creativity, Process automation, Process modeling, Process performance measurement, Risk management']",
12241767,Pockets of Creativity in Business Processes,"Creative processes, for instance, the development of visual effects or computer games, increasingly become part of the agenda of information systems researchers and practitioners. Such processes get their managerial challenges from the fact that they comprise both well-structured, transactional parts and creative parts. The latter can often not be precisely specified in terms of control flow, required resources, and outcome. The processes&rsquo; high uncertainty sets boundaries for the application of traditional business process management concepts, such as process automation, process modeling, process performance measurement, and risk management. Organizations must thus exercise caution when it comes to managing creative processes and supporting these with information technology. This, in turn, requires a profound understanding of the concept of creativity in business processes. In response to this, the present article introduces a framework for conceptualizing creativity within business processes. The conceptual framework describes three types of uncertainty and constraints as well as the interrelationships among these. The study is grounded in the findings from three case studies that were conducted in the film and visual effects industry. Moreover, we provide initial evidence for the framework&rsquo;s validity beyond this narrow focus. The framework is intended to serve as a sensitizing device that can guide further information systems research on creativity-related phenomena.","['Business process', 'Creativity', 'Process automation', 'Process modeling', 'Process performance measurement', 'Risk management']",,en
12241847,Spezialisiertes Suchen im Web,,,,
12241923,Designing Open Source Business Intelligence for Public Administrations,,,,
12241998,Navigational Design of Web Information Systems: Framework Development and Case Study,"As prior empirical and conceptual work indicates, success and usability of web information systems is subject to navigational design. Although web information systems are not a new phenomenon and were examined intensively in the past, holistic in-depth investigations of navigational issues seem to be arbitrary rather than theoretically and conceptually founded. In particular, we argue that we are lacking an appropriate description language serving as a shared conceptualization of our subject of research. We present a conceptual framework for describing and assessing web information systems and their navigational capabilities. Moreover, we provide some empirical evidence of its applicability by reporting on a case study that pays special regard to navigational design and usability improvement.",,,en
